time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-07-15T14:01:09.770Z,35.4978333,-118.3936667,4.53,1.63,ml,17,108,0.1771,0.12,ci,ci37703943,2017-07-17T13:45:52.940Z,"13km SE of Bodfish, CA",earthquake,0.27,1.53,0.249,22,reviewed,ci,ci
2017-07-15T13:34:27.631Z,59.7625,-136.6564,0,2.4,ml,,,,0.84,ak,ak16335218,2017-07-15T13:38:52.728Z,"83km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-15T13:30:41.832Z,59.9567,-152.1929,68,1.9,ml,,,,0.68,ak,ak16335214,2017-07-15T13:37:11.010Z,"28km NW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-15T13:27:17.980Z,52.9488,-169.3121,202.28,3.5,mb,,192,0.685,1.12,us,us20009wlt,2017-07-18T14:48:16.040Z,"29km W of Nikolski, Alaska",earthquake,13.6,7,0.201,7,reviewed,us,us
2017-07-15T13:20:43.220Z,-24.7082,-179.9507,500.19,4.7,mb,,75,4.865,1.05,us,us20009wkl,2017-07-18T14:39:00.040Z,"South of the Fiji Islands",earthquake,11.3,7.2,0.038,211,reviewed,us,us
2017-07-15T13:03:08.110Z,38.7515,-119.4038,10.7,1.1,ml,11,104.39,0.219,,nn,nn00596101,2017-07-15T13:04:50.506Z,"6km SW of Smith Valley, Nevada",earthquake,,,,,automatic,nn,nn
2017-07-15T12:57:38.810Z,33.6871667,-116.949,4.39,1.09,ml,38,41,0.04852,0.19,ci,ci37703911,2017-07-17T13:45:54.760Z,"7km SSE of Hemet, CA",earthquake,0.27,0.43,0.232,27,reviewed,ci,ci
2017-07-15T12:40:52.080Z,44.7641667,-111.0101667,7.8,1.93,ml,15,131,0.005616,0.16,uu,uu60216232,2017-07-17T15:42:41.190Z,"13km NNE of West Yellowstone, Montana",earthquake,0.4,0.74,0.162,2,reviewed,uu,uu
2017-07-15T12:34:04.474Z,59.4661,-155.8366,5,1.2,ml,,,,0.44,ak,ak16335033,2017-07-15T12:37:51.183Z,"60km WSW of Old Iliamna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-07-15T12:22:26.840Z,40.4975,-111.9538333,4.42,1.23,md,5,135,0.04262,0.09,uu,uu60216217,2017-07-17T15:27:43.610Z,"1km NW of Bluffdale, Utah",earthquake,1.36,2.21,0.199,4,reviewed,uu,uu
2017-07-15T12:18:50.720Z,33.5016667,-116.7936667,4.84,1.1,ml,52,30,0.0791,0.2,ci,ci37703879,2017-07-17T13:47:00.180Z,"9km NE of Aguanga, CA",earthquake,0.19,1.1,0.114,26,reviewed,ci,ci
2017-07-15T12:12:25.850Z,36.7024994,-121.3525009,5.63,1.83,md,24,103,0.067,0.05,nc,nc72838611,2017-07-15T14:35:02.276Z,"12km S of Ridgemark, California",earthquake,0.27,0.94,0.13,17,automatic,nc,nc
2017-07-15T12:12:21.400Z,0.4002,122.0296,114.5,5.9,mww,,22,1.433,0.97,us,us20009wjw,2017-07-17T20:02:30.040Z,"37km WSW of Tilamuta, Indonesia",earthquake,7.2,5.2,0.052,35,reviewed,us,us
2017-07-15T11:58:39.250Z,37.6466675,-118.8410034,5.35,1.59,md,15,116,0.009599,0.03,nc,nc72838586,2017-07-15T14:09:04.207Z,"11km E of Mammoth Lakes, California",earthquake,0.36,0.54,0.19,13,automatic,nc,nc
2017-07-15T11:58:17.510Z,37.6469994,-118.8411636,5.55,1.11,md,14,109,0.009953,0.02,nc,nc72838581,2017-07-15T13:40:03.125Z,"11km E of Mammoth Lakes, California",earthquake,0.38,0.67,0.11,13,automatic,nc,nc
2017-07-15T11:55:18.490Z,37.6450005,-118.8428345,6.04,1.88,md,15,107,0.00894,0.03,nc,nc72838566,2017-07-15T13:12:01.051Z,"11km E of Mammoth Lakes, California",earthquake,0.37,0.59,0.15,13,automatic,nc,nc
2017-07-15T11:54:51.270Z,37.6474991,-118.8410034,5.68,1.12,md,11,109,0.01036,0.01,nc,nc72838561,2017-07-15T12:44:01.988Z,"11km E of Mammoth Lakes, California",earthquake,0.5,0.89,0.13,11,automatic,nc,nc
2017-07-15T11:25:35.721Z,60.0815,-148.9999,13,2.8,ml,,,,0.75,ak,ak16334820,2017-07-15T11:36:06.073Z,"23km ESE of Bear Creek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-15T11:24:45.610Z,19.3661667,-155.2161667,1.496,1.69,md,28,67,0.007605,0.08,hv,hv61836176,2017-07-17T03:40:14.530Z,"7km SSE of Volcano, Hawaii",earthquake,0.27,0.17,0.197,7,reviewed,hv,hv
2017-07-15T11:01:40.840Z,36.7014999,-121.3528366,5.55,2,md,29,77,0.06745,0.06,nc,nc72838506,2017-07-15T12:15:03.917Z,"12km S of Ridgemark, California",earthquake,0.24,0.85,0.22,26,automatic,nc,nc
2017-07-15T10:57:31.170Z,38.7826653,-122.7214966,1.7,1.16,md,10,116,0.009958,0.01,nc,nc72838501,2017-07-15T12:00:03.316Z,"3km E of The Geysers, California",earthquake,0.45,0.53,0.15,5,automatic,nc,nc
2017-07-15T10:57:27.630Z,36.3825,70.9663,126.64,4,mb,,95,0.805,0.52,us,us20009wjl,2017-07-15T11:46:25.040Z,"42km NNE of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,5.5,7.5,0.26,4,reviewed,us,us
2017-07-15T10:50:16.990Z,36.4881667,-89.5321667,8.29,1.79,md,21,97,0.05135,0.06,nm,nm60202261,2017-07-15T13:21:15.200Z,"10km S of New Madrid, Missouri",earthquake,0.3,0.72,0.193,17,reviewed,nm,nm
2017-07-15T10:47:26.040Z,45.4129,136.9012,355.97,4,mb,,39,3.7,0.7,us,us20009wji,2017-07-15T11:12:38.040Z,"46km NNE of Terney, Russia",earthquake,8.3,6.4,0.062,70,reviewed,us,us
2017-07-15T10:18:34.270Z,19.3695,-155.215,1.396,1.63,ml,16,107,0.004288,0.08,hv,hv61836136,2017-07-17T05:31:10.730Z,"7km SSE of Volcano, Hawaii",earthquake,0.33,0.13,0.123,4,reviewed,hv,hv
2017-07-15T10:02:45.890Z,37.6258316,-118.8551636,3.76,1.43,md,20,85,0.009213,0.03,nc,nc72838441,2017-07-15T10:39:05.193Z,"10km ESE of Mammoth Lakes, California",earthquake,0.3,0.41,0.15,16,automatic,nc,nc
2017-07-15T09:53:21.020Z,38.8206673,-122.7630005,1.75,1.01,md,17,87,0.01118,0.03,nc,nc72838436,2017-07-15T10:02:02.303Z,"3km W of Cobb, California",earthquake,0.22,0.39,0.11,6,automatic,nc,nc
2017-07-15T09:40:04.860Z,47.8763333,-122.6296667,21.16,1.34,ml,20,41,0.1251,0.23,uw,uw61282247,2017-07-18T02:32:22.730Z,"6km SE of Port Ludlow, Washington",earthquake,0.39,0.84,0.102,12,reviewed,uw,uw
2017-07-15T09:38:40.939Z,57.6137,-156.4677,114.5,2.2,ml,,,,0.45,ak,ak16334646,2017-07-15T09:44:24.398Z,"120km S of King Salmon, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-07-15T09:38:28.100Z,37.6271667,-118.8548355,3.61,1.67,md,23,86,0.0104,0.04,nc,nc72838426,2017-07-15T10:11:03.336Z,"10km ESE of Mammoth Lakes, California",earthquake,0.28,0.33,0.14,20,automatic,nc,nc
2017-07-15T09:35:17.500Z,48.603,-119.62,-0.35,2.16,ml,15,131,0.6268,0.18,uw,uw61282242,2017-07-18T02:21:05.680Z,"17km SW of Tonasket, Washington",earthquake,0.47,1.06,0.182,12,reviewed,uw,uw
2017-07-15T09:32:37.167Z,39.6072,-115.8548,1,1.9,ml,9,74.6,0.975,0.2625,nn,nn00596084,2017-07-16T02:34:36.131Z,"13km NE of Eureka, Nevada",earthquake,,5.5,0.48,6,reviewed,nn,nn
2017-07-15T09:26:27.190Z,46.8641667,-112.5375,12.67,1.77,ml,17,71,0.056,0.13,mb,mb80231654,2017-07-15T14:43:49.860Z,"14km SE of Lincoln, Montana",earthquake,0.35,0.54,0.233,6,reviewed,mb,mb
2017-07-15T09:20:59.637Z,61.9317,-151.0715,77.4,1.4,ml,,,,0.36,ak,ak16334643,2017-07-15T09:29:21.510Z,"58km WNW of Willow, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-07-15T09:12:47.140Z,38.7626648,-122.7330017,1.19,1.08,md,9,123,0.01341,0.02,nc,nc72838391,2017-07-15T09:21:04.236Z,"2km SE of The Geysers, California",earthquake,0.39,0.64,0.08,4,automatic,nc,nc
2017-07-15T09:03:58.030Z,34.0365,-117.2388333,17.3,0.95,ml,67,62,0.07783,0.17,ci,ci37703783,2017-07-17T17:17:19.454Z,"2km ESE of Loma Linda, CA",earthquake,0.19,0.35,0.125,22,reviewed,ci,ci
2017-07-15T08:59:23.170Z,48.5968333,-119.5961667,0.6,1.65,ml,12,132,0.6235,0.31,uw,uw61282217,2017-07-18T00:03:45.470Z,"16km SW of Tonasket, Washington",earthquake,0.92,3.33,0.075,10,reviewed,uw,uw
2017-07-15T08:56:44.010Z,19.3675,-155.2168333,1.326,2.67,ml,50,61,0.006378,0.09,hv,hv61836071,2017-07-17T03:00:38.540Z,"7km SSE of Volcano, Hawaii",earthquake,0.21,0.14,0.233,22,reviewed,hv,hv
2017-07-15T08:44:39.520Z,36.0677,-97.208,5,2.6,mb_lg,,28,0.155,0.09,us,us20009wj3,2017-07-15T09:43:12.671Z,"14km WSW of Stillwater, Oklahoma",earthquake,0.5,5.4,0.062,67,reviewed,us,us
2017-07-15T08:34:50.840Z,44.7621667,-111.013,7.2,0.99,ml,9,130,0.005638,0.12,uu,uu60216197,2017-07-17T15:14:46.490Z,"13km NNE of West Yellowstone, Montana",earthquake,0.48,0.47,0.098,2,reviewed,uu,uu
2017-07-15T08:19:08.159Z,59.8641,-136.8295,0,1.8,ml,,,,0.82,ak,ak16334471,2017-07-15T08:24:08.503Z,"96km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-15T08:05:37.040Z,20.1911,146.6623,10,5.3,mb,,85,6.785,1.11,us,us20009wj2,2017-07-15T08:25:07.040Z,"188km ESE of Farallon de Pajaros, Northern Mariana Islands",earthquake,7.5,1.8,0.036,261,reviewed,us,us
2017-07-15T07:58:55.898Z,62.0847,-148.351,32.6,1.4,ml,,,,0.54,ak,ak16334462,2017-07-15T08:02:25.994Z,"41km NE of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-15T07:54:11.750Z,35.9821667,-117.9128333,2.58,1.68,ml,22,80,0.03134,0.11,ci,ci37703751,2017-07-17T17:10:04.430Z,"5km N of Little Lake, CA",earthquake,0.15,0.19,0.168,17,reviewed,ci,ci
2017-07-15T07:44:10.859Z,51.6249,-178.326,8.8,2.6,ml,,,,0.62,ak,ak16334458,2017-07-15T17:40:13.960Z,"31km SSW of Tanaga Volcano, Alaska",earthquake,,1,,,reviewed,ak,ak
2017-07-15T07:40:51.313Z,51.6038,-178.3258,2.9,2.8,ml,,,,0.45,ak,ak16334455,2017-07-15T17:34:28.428Z,"33km SSW of Tanaga Volcano, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-07-15T07:35:15.685Z,59.9029,-136.7119,0,1.5,ml,,,,0.61,ak,ak16334454,2017-07-15T07:38:57.290Z,"93km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-15T07:13:01.807Z,58.2339,-155.1213,0,1.1,ml,,,,0.35,ak,ak16334293,2017-07-15T07:19:01.714Z,"102km NW of Larsen Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-15T07:04:29.923Z,61.7033,-149.6476,30.8,1.2,ml,,,,0.76,ak,ak16334289,2017-07-15T07:12:46.640Z,"9km NNW of Meadow Lakes, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-15T06:55:37.253Z,59.8021,-136.557,0,1.5,ml,,,,0.69,ak,ak16334285,2017-07-15T07:02:05.981Z,"79km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-15T06:54:54.091Z,58.1535,-153.6097,62.4,1.7,ml,,,,1.12,ak,ak16334284,2017-07-15T07:05:20.282Z,"71km NNE of Larsen Bay, Alaska",earthquake,,1.4,,,automatic,ak,ak
2017-07-15T06:44:37.040Z,19.1178,-64.7985,40,2.8,md,5,307,0.9438,0.22,pr,pr2017196002,2017-07-15T08:04:59.640Z,"79km NNW of Road Town, British Virgin Islands",earthquake,4.36,13.57,0.33,5,reviewed,pr,pr
2017-07-15T06:28:15.460Z,35.6685,-97.3901,5.73,2.5,mb_lg,,41,0.138,0.12,us,us20009wit,2017-07-15T21:18:40.625Z,"8km ENE of Edmond, Oklahoma",earthquake,1.2,5.2,0.08,41,reviewed,us,us
2017-07-15T06:21:22.280Z,19.4775,-155.591,3.151,1.1,md,18,75,0.009532,0.12,hv,hv61835941,2017-07-17T04:36:13.900Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake,0.44,0.23,0.26,9,reviewed,hv,hv
2017-07-15T06:19:12.090Z,2.0139,121.839,524.85,4.3,mb,,93,1.386,0.44,us,us20009wiw,2017-07-15T07:15:08.040Z,"104km NNE of Kali, Indonesia",earthquake,7.9,10.3,0.119,20,reviewed,us,us
2017-07-15T06:12:49.560Z,37.536335,-118.8314972,-1.49,1.57,md,13,181,0.05363,0.05,nc,nc72838291,2017-07-15T07:04:02.957Z,"17km SE of Mammoth Lakes, California",earthquake,0.38,0.51,0.1,13,automatic,nc,nc
2017-07-15T06:04:50.480Z,33.5003333,-116.799,3.81,1.6,ml,56,31,0.08287,0.2,ci,ci37703695,2017-07-17T13:48:08.560Z,"9km NE of Aguanga, CA",earthquake,0.18,0.56,0.12,25,reviewed,ci,ci
2017-07-15T05:49:09.037Z,58.8887,-152.7307,54.2,2.3,ml,,,,0.48,ak,ak16334120,2017-07-15T05:55:22.523Z,"107km SW of Homer, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-07-15T05:47:30.500Z,-52.513,13.1,10,5,mb,,97,20.483,0.62,us,us20009wir,2017-07-15T06:15:51.040Z,"Southwest of Africa",earthquake,6.3,1.8,0.105,29,reviewed,us,us
2017-07-15T05:39:41.780Z,46.9058333,-112.5391667,10.81,2.91,ml,25,114,0.029,0.23,mb,mb80231589,2017-07-16T04:07:10.044Z,"12km ESE of Lincoln, Montana",earthquake,0.54,0.45,0.157,21,reviewed,mb,mb
2017-07-15T05:23:28.570Z,37.6558333,-119.445,5.53,1.51,md,15,277,0.3048,0.06,nc,nc72838251,2017-07-17T18:40:03.743Z,"15km SE of Yosemite Valley, California",earthquake,0.88,7.82,0.186,14,reviewed,nc,nc
2017-07-15T05:20:04.290Z,46.9145,-112.5303333,12.42,2.27,ml,22,117,0.023,0.22,mb,mb80231584,2017-07-15T14:37:38.680Z,"12km ESE of Lincoln, Montana",earthquake,0.55,0.42,0.275,8,reviewed,mb,mb
2017-07-15T05:08:44.297Z,66.572,-149.9236,13.2,1,ml,,,,0.82,ak,ak16334116,2017-07-15T05:13:11.362Z,"77km S of Coldfoot, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-15T05:02:43.030Z,37.5304985,-118.8339996,0.61,1.46,md,14,188,0.05955,0.04,nc,nc72838226,2017-07-15T05:44:01.755Z,"17km SE of Mammoth Lakes, California",earthquake,0.49,1.97,0.1,14,automatic,nc,nc
2017-07-15T04:59:58.950Z,33.1751667,-116.007,5.88,1.01,ml,42,60,0.1061,0.22,ci,ci37703647,2017-07-17T17:04:54.513Z,"12km ENE of Ocotillo Wells, CA",earthquake,0.26,1.26,0.159,23,reviewed,ci,ci
2017-07-15T04:57:02.420Z,19.5263333,-156.017,28.341,2.03,md,29,269,0.1016,0.13,hv,hv61835851,2017-07-17T03:24:58.200Z,"7km SW of Kahaluu-Keauhou, Hawaii",earthquake,0.7,1.09,0.094,19,reviewed,hv,hv
2017-07-15T04:52:10.556Z,61.2884,-151.0131,0,1.4,ml,,,,0.55,ak,ak16333958,2017-07-15T05:02:23.271Z,"60km W of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-15T04:44:12.160Z,19.5445,-67.104,18,3.13,md,4,341,1.077,0.32,pr,pr2017196001,2017-07-15T08:04:35.560Z,"115km N of Isabela, Puerto Rico",earthquake,12.46,25.21,0.1,4,reviewed,pr,pr
2017-07-15T04:25:45.530Z,37.3986667,-118.6071667,13.46,1.12,md,14,101,0.05733,0.04,nc,nc72838196,2017-07-17T18:28:02.714Z,"14km WNW of West Bishop, California",earthquake,0.33,0.83,0.279,14,reviewed,nc,nc
2017-07-15T03:29:07.190Z,37.5056648,-118.9958344,2.37,2.32,md,34,110,0.1047,0.05,nc,nc72838151,2017-07-15T04:52:02.631Z,"15km S of Mammoth Lakes, California",earthquake,0.27,1.13,0.13,32,automatic,nc,nc
2017-07-15T03:05:16.270Z,38.4974,22.0568,10,4.4,mb,,77,0.566,1.09,us,us20009wi2,2017-07-15T03:33:05.040Z,"22km NNE of Kamarai, Greece",earthquake,6,1.7,0.107,25,reviewed,us,us
2017-07-15T03:02:24.350Z,37.781,141.7901,38.47,4.5,mb,,135,0.797,1.76,us,us20009wi1,2017-07-15T10:34:54.826Z,"77km ENE of Namie, Japan",earthquake,10.1,6.6,0.083,42,reviewed,us,us
2017-07-15T03:00:16.780Z,37.5898333,-119.0141667,0,1.05,md,14,194,0.02295,0.04,nc,nc72838131,2017-07-17T17:57:04.627Z,"7km SSW of Mammoth Lakes, California",earthquake,0.4,0.35,0.46,13,reviewed,nc,nc
2017-07-15T02:50:59.780Z,34.5271667,-118.915,1.92,1.54,ml,35,49,0.1178,0.28,ci,ci37703543,2017-07-17T16:41:59.344Z,"14km N of Fillmore, CA",earthquake,0.38,1.12,0.14,25,reviewed,ci,ci
2017-07-15T02:46:36.950Z,19.2338,-64.9086,16,2.51,md,5,307,0.9989,0.25,pr,pr2017196000,2017-07-15T03:46:00.785Z,"95km NNW of Road Town, British Virgin Islands",earthquake,7.48,14.68,0.1,3,reviewed,pr,pr
2017-07-15T02:44:35.280Z,60.1332,-141.0596,9.1,1.4,ml,,,,0.71,ak,ak16333800,2017-07-15T02:51:52.777Z,"76km E of Cape Yakataga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-07-15T02:26:58.703Z,61.1955,-147.3478,8.3,2,ml,,,,0.59,ak,ak16333738,2017-07-15T03:54:20.180Z,"54km W of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-15T02:23:26.686Z,63.0552,-151.5245,0.9,1.1,ml,,,,0.66,ak,ak16333737,2017-07-15T02:28:56.094Z,"109km NW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-15T02:17:41.540Z,34.1586667,-116.4188333,9.31,1.43,ml,33,68,0.0395,0.17,ci,ci37703503,2017-07-17T13:50:14.460Z,"5km NNE of Yucca Valley, CA",earthquake,0.26,0.6,0.125,28,reviewed,ci,ci
2017-07-15T01:54:39.147Z,65.3272,-148.9364,11.4,1.3,ml,,,,0.87,ak,ak16333650,2017-07-15T01:59:26.061Z,"68km NW of Ester, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-07-15T01:54:32.152Z,64.9609,-147.4462,0.1,1.4,ml,,,,0.59,ak,ak16333646,2017-07-15T01:59:25.539Z,"18km NE of Fairbanks, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-15T01:43:47.530Z,37.4953346,-118.9964981,0.85,1.7,md,25,116,0.1136,0.05,nc,nc72838081,2017-07-15T01:53:02.136Z,"17km S of Mammoth Lakes, California",earthquake,0.25,1.33,0.2,19,automatic,nc,nc
2017-07-15T01:22:05.040Z,38.4434,22.0398,10,4.4,mb,,78,2.157,1.27,us,us20009whe,2017-07-15T20:46:35.139Z,"16km NNE of Kamarai, Greece",earthquake,4.1,1.9,0.092,34,reviewed,us,us
2017-07-15T01:20:38.220Z,33.956,-117.0468333,14.6,0.96,ml,26,81,0.1146,0.2,ci,ci37703487,2017-07-17T13:49:55.845Z,"4km S of Calimesa, CA",earthquake,0.38,0.78,0.191,29,reviewed,ci,ci
2017-07-15T00:58:10.850Z,33.355,-116.2213333,12.02,2.22,ml,83,22,0.1253,0.2,ci,ci37703447,2017-07-17T16:36:38.380Z,"17km SW of Oasis, CA",earthquake,0.14,0.67,0.147,84,reviewed,ci,ci
2017-07-15T00:57:49.180Z,33.351,-116.223,12.89,2.27,ml,86,22,0.1231,0.19,ci,ci37703439,2017-07-17T16:15:25.300Z,"17km SW of Oasis, CA",earthquake,0.14,0.56,0.183,91,reviewed,ci,ci
2017-07-15T00:56:07.580Z,37.5340004,-118.8491669,-1.46,1.83,md,11,213,0.05816,0.07,nc,nc72838041,2017-07-15T01:02:02.007Z,"16km SE of Mammoth Lakes, California",earthquake,0.94,2.41,0.1,10,automatic,nc,nc
2017-07-15T00:52:36.295Z,63.0996,-151.5453,0,1,ml,,,,0.71,ak,ak16333483,2017-07-15T00:56:48.129Z,"113km NW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-07-15T00:50:54.536Z,39.4773,-120.3283,8.7,1.1,ml,14,89.99,0.195,0.148,nn,nn00596058,2017-07-16T02:34:33.112Z,"20km NW of Truckee, California",earthquake,,5,,,reviewed,nn,nn
2017-07-15T00:45:33.640Z,37.5351677,-118.8528366,-2.03,2.13,md,22,177,0.05792,0.09,nc,nc72838031,2017-07-15T03:21:04.404Z,"16km SE of Mammoth Lakes, California",earthquake,0.41,0.63,0.13,19,automatic,nc,nc
2017-07-15T00:28:46.920Z,37.6301651,-118.8564987,3.64,1.17,md,13,63,0.01227,0.06,nc,nc72838011,2017-07-15T00:45:03.939Z,"10km ESE of Mammoth Lakes, California",earthquake,0.54,0.57,0.16,11,automatic,nc,nc
2017-07-15T00:25:00.450Z,37.6241684,-118.8536682,3.74,1.4,md,21,84,0.009003,0.03,nc,nc72838001,2017-07-15T00:36:01.919Z,"10km ESE of Mammoth Lakes, California",earthquake,0.27,0.35,0.17,17,automatic,nc,nc
2017-07-15T00:21:57.610Z,37.6246681,-118.8541641,3.59,1.39,md,18,83,0.008989,0.03,nc,nc72837996,2017-07-15T00:31:02.021Z,"10km ESE of Mammoth Lakes, California",earthquake,0.26,0.32,0.18,15,automatic,nc,nc
2017-07-15T00:15:28.971Z,61.8699,-149.9793,35,1.9,ml,,,,0.49,ak,ak16333388,2017-07-15T00:21:12.251Z,"14km NNE of Willow, Alaska",earthquake,,20,,,automatic,ak,ak
2017-07-15T00:05:20.430Z,38.8366661,-122.7868347,1.71,1.39,md,9,110,0.01008,0.01,nc,nc72837976,2017-07-15T00:19:02.481Z,"5km WNW of Cobb, California",earthquake,0.35,0.56,0.26,2,automatic,nc,nc
2017-07-14T23:58:05.620Z,34.5545,-116.252,6.54,1.1,ml,16,68,0.1526,0.16,ci,ci37703375,2017-07-17T15:15:12.054Z,"20km SSW of Ludlow, CA",earthquake,0.29,1.35,0.103,12,reviewed,ci,ci
2017-07-14T23:49:38.180Z,37.5255013,-118.8335037,-0.19,1.33,md,15,187,0.06451,0.03,nc,nc72837966,2017-07-15T00:00:03.901Z,"18km SE of Mammoth Lakes, California",earthquake,0.43,6.42,0.16,13,automatic,nc,nc
2017-07-14T23:30:36.020Z,40.837,-111.7636667,5.33,1.47,ml,17,68,0.06556,0.13,uu,uu60216152,2017-07-17T14:34:19.530Z,"11km ESE of Bountiful, Utah",earthquake,0.31,1.21,0.119,4,reviewed,uu,uu
2017-07-14T23:25:02.010Z,-31.514,-68.5999,10,3.8,ml,,85,0.078,1.24,us,us20009wgw,2017-07-17T04:48:01.049Z,"6km WNW of San Juan, Argentina",earthquake,6,2,,,reviewed,us,guc
2017-07-14T23:08:13.050Z,37.5893326,-119.0149994,0.06,1.69,md,16,208,0.02307,0.04,nc,nc72837941,2017-07-14T23:15:05.756Z,"7km SSW of Mammoth Lakes, California",earthquake,0.44,0.72,0.22,15,automatic,nc,nc
2017-07-14T23:04:33.600Z,37.5756683,-118.8686676,4.58,1.11,md,14,164,0.03454,0.02,nc,nc72837936,2017-07-14T23:11:02.747Z,"12km SE of Mammoth Lakes, California",earthquake,0.53,0.64,0.21,13,automatic,nc,nc
2017-07-14T22:57:30.020Z,34.405,-117.7121667,8.89,1.06,ml,20,101,0.03624,0.13,ci,ci37703335,2017-07-17T13:51:06.850Z,"7km WSW of Pinon Hills, CA",earthquake,0.25,0.62,0.215,31,reviewed,ci,ci
2017-07-14T22:46:12.220Z,45.8221667,-122.4756667,-0.83,1.79,ml,10,336,0.1172,0.15,uw,uw61282077,2017-07-17T23:59:05.350Z,"3km ENE of Lewisville, Washington",explosion,1.96,31.61,0.411,6,reviewed,uw,uw
2017-07-14T22:23:57.480Z,17.1269,120.1245,55.24,4.5,mb,,108,5.732,0.67,us,us20009wgk,2017-07-15T05:37:54.040Z,"31km WSW of Darapidap, Philippines",earthquake,10.1,7,0.064,72,reviewed,us,us
2017-07-14T22:21:04.440Z,-17.8804,-178.4457,557.46,4.1,mb,,73,3.338,1.06,us,us20009wgr,2017-07-15T05:03:13.040Z,"282km SE of Lambasa, Fiji",earthquake,14.9,9.5,0.065,65,reviewed,us,us
2017-07-14T22:15:29.620Z,19.0811,-64.3516,47,2.01,md,3,339,1.2104,0.25,pr,pr2017195017,2017-07-15T00:55:30.319Z,"78km NNE of Road Town, British Virgin Islands",earthquake,8.2,15.11,0.12,3,reviewed,pr,pr
2017-07-14T22:10:08.990Z,18.9511,-64.4986,39,1.83,md,3,333,1.0143,0.34,pr,pr2017195016,2017-07-15T00:55:05.887Z,"60km NNE of Road Town, British Virgin Islands",earthquake,9.57,19.24,0.05,3,reviewed,pr,pr
2017-07-14T22:10:00.700Z,46.8676667,-112.5006667,15.96,1.79,ml,11,107,0.167,0.08,mb,mb80231509,2017-07-15T14:48:58.240Z,"16km SE of Lincoln, Montana",earthquake,0.35,0.54,,0,reviewed,mb,mb
2017-07-14T22:04:54.570Z,19.103,-64.3921,46,2.39,md,3,330,1.194,0.22,pr,pr2017195015,2017-07-15T00:54:17.895Z,"79km NNE of Road Town, British Virgin Islands",earthquake,7.06,14.07,0.33,3,reviewed,pr,pr
2017-07-14T22:00:19.140Z,19.2255001,-155.4068298,32.19,1.98,ml,48,140,0.01484,0.32,hv,hv61835396,2017-07-14T22:06:06.640Z,"8km ENE of Pahala, Hawaii",earthquake,0.77,1.22,0.09,4,automatic,hv,hv
2017-07-14T21:58:57.300Z,19.2275009,-155.405838,32.62,1.92,md,41,145,0.01269,0.27,hv,hv61835391,2017-07-14T22:02:12.710Z,"8km ENE of Pahala, Hawaii",earthquake,0.73,1.11,0.09,4,automatic,hv,hv
2017-07-14T21:55:10.907Z,59.7534,-136.7047,0,1.8,ml,,,,0.63,ak,ak16333089,2017-07-14T21:58:43.472Z,"85km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-14T21:42:31.950Z,37.5031662,-118.9946671,0.77,1.48,md,20,213,0.1073,0.03,nc,nc72837931,2017-07-14T21:49:02.511Z,"16km S of Mammoth Lakes, California",earthquake,0.53,1.23,0.24,14,automatic,nc,nc
2017-07-14T21:25:26.024Z,61.8969,-149.2153,6.3,1.8,ml,,,,0.73,ak,ak16332991,2017-07-14T21:33:21.666Z,"17km N of Fishhook, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-14T21:20:29.590Z,38.5385,-119.3956667,1.18,1.73,md,6,135,0.04774,0.02,nc,nc72837926,2017-07-18T02:48:02.603Z,"27km S of Smith Valley, Nevada",earthquake,0.6,1.03,0.169,7,reviewed,nc,nc
