time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-07-17T14:21:52.050Z,44.763,-111.0105,5.49,1.15,md,10,141,0.004799,0.06,uu,uu60011814,2017-07-17T16:13:37.510Z,"13km NNE of West Yellowstone, Montana",earthquake,0.44,0.28,0.384,9,reviewed,uu,uu
2017-07-17T14:21:23.020Z,44.7591667,-111.0068333,5.12,1.76,ml,11,137,0.0005067,0.14,uu,uu60216977,2017-07-17T16:07:53.820Z,"13km NE of West Yellowstone, Montana",earthquake,0.4,0.67,0.104,2,reviewed,uu,uu
2017-07-17T14:05:06.930Z,44.7561667,-111.0048333,5.32,2.5,md,13,88,0.003301,0.14,uu,uu60216972,2017-07-18T03:39:49.008Z,"13km NE of West Yellowstone, Montana",earthquake,0.39,0.6,0.224,9,reviewed,uu,uu
2017-07-17T14:03:07.330Z,44.7555,-110.999,5.15,2.25,ml,12,124,0.006379,0.12,uu,uu60216962,2017-07-17T16:28:34.940Z,"13km NE of West Yellowstone, Montana",earthquake,0.29,0.51,0.421,2,reviewed,uu,uu
2017-07-17T14:03:07.300Z,44.7545,-111,5.25,1.89,ml,13,114,0.006526,0.13,uu,uu60216967,2017-07-18T20:50:58.770Z,"13km NE of West Yellowstone, Montana",earthquake,0.33,0.63,0.063,2,reviewed,uu,uu
2017-07-17T13:48:04.760Z,18.0748,-67.1541,31,1.68,md,3,244,0.0816,0.14,pr,pr2017198015,2017-07-17T16:10:46.660Z,"1km SW of Cabo Rojo, Puerto Rico",earthquake,3.9,1.46,0.4,3,reviewed,pr,pr
2017-07-17T13:42:23.280Z,19.3365,-155.1151667,6.952,2.23,ml,51,138,0.04901,0.1,hv,hv61838621,2017-07-17T21:30:07.640Z,"16km SE of Volcano, Hawaii",earthquake,0.29,0.32,0.179,13,reviewed,hv,hv
2017-07-17T13:37:37.360Z,-6.6099,127.415,408.14,4.3,mb,,46,4.086,0.8,us,us20009wxu,2017-07-17T19:12:45.040Z,"296km NE of Dili, East Timor",earthquake,7.2,9,0.099,29,reviewed,us,us
2017-07-17T13:31:49.490Z,38.8168335,-122.793663,2.3,1.12,md,24,38,0.008945,0.05,nc,nc72840431,2017-07-17T14:36:03.174Z,"5km NW of The Geysers, California",earthquake,0.24,0.42,0.16,6,automatic,nc,nc
2017-07-17T13:27:08.147Z,39.6789,-119.343,2.4,1.2,ml,14,110.27,0.046,0.2491,nn,nn00596278,2017-07-18T14:25:34.269Z,"11km NW of Fernley, Nevada",earthquake,,1.9,0.18,8,reviewed,nn,nn
2017-07-17T13:20:23.590Z,37.5063324,-118.9938354,1.91,1.71,md,21,113,0.1048,0.05,nc,nc72840411,2017-07-17T14:10:05.128Z,"15km S of Mammoth Lakes, California",earthquake,0.39,1.7,0.19,19,automatic,nc,nc
2017-07-17T13:19:45.370Z,54.5085,168.5822,10,4.4,mb,,95,3.738,0.7,us,us20009wxp,2017-07-17T19:00:29.040Z,"183km ESE of Nikol'skoye, Russia",earthquake,10.5,1.9,0.056,92,reviewed,us,us
2017-07-17T13:14:58.810Z,37.5826683,-118.9518356,-0.24,1.44,md,19,164,0.03496,0.05,nc,nc72840401,2017-07-17T13:45:05.062Z,"7km SSE of Mammoth Lakes, California",earthquake,0.37,1.21,0.14,17,automatic,nc,nc
2017-07-17T13:06:00.574Z,60.1495,-141.4002,0,1.4,ml,,,,0.67,ak,ak16342525,2017-07-17T13:09:16.590Z,"58km E of Cape Yakataga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-07-17T12:51:29.490Z,44.7508333,-110.779,8.13,1.04,ml,6,169,0.06324,0.15,uu,uu60216952,2017-07-18T20:21:58.800Z,"27km ENE of West Yellowstone, Montana",earthquake,0.89,1.71,0.239,2,reviewed,uu,uu
2017-07-17T12:47:18.051Z,39.701,-119.3052,4.7,2,ml,15,111.61,0.063,0.1902,nn,nn00596274,2017-07-17T18:06:58.954Z,"11km NNW of Fernley, Nevada",earthquake,,1.7,0.24,7,reviewed,nn,nn
2017-07-17T12:44:57.200Z,36.1256667,-83.7026667,9.94,2.78,md,35,40,0.1474,0.2,se,se60202391,2017-07-18T03:25:28.808Z,"3km S of Blaine, Tennessee",earthquake,0.25,0.55,0.04,19,reviewed,se,se
2017-07-17T12:39:01.120Z,48.5265,-122.6141667,1.74,1.09,ml,12,104,0.2106,0.2,uw,uw61282692,2017-07-17T16:05:14.960Z,"1km N of Anacortes, Washington",earthquake,0.45,1.89,0.118,8,reviewed,uw,uw
2017-07-17T12:23:31.786Z,38.8229,-118.844,12.5,1.1,ml,9,111.02,0.349,0.1177,nn,nn00596271,2017-07-17T16:36:42.221Z,"33km ESE of Yerington, Nevada",earthquake,,7.2,0.22,6,reviewed,nn,nn
2017-07-17T12:22:13.658Z,63.2601,-151.1155,0,1.4,ml,,,,0.61,ak,ak16342221,2017-07-17T12:26:29.505Z,"109km W of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-07-17T12:19:27.870Z,61.3731,-150.9965,71.1,1.6,ml,,,,0.39,ak,ak16342218,2017-07-17T12:23:48.556Z,"57km WSW of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-07-17T12:19:23.730Z,44.7465,-110.7808333,5.29,1.53,ml,9,162,0.0649,0.1,uu,uu60216937,2017-07-17T16:51:58.200Z,"27km ENE of West Yellowstone, Montana",earthquake,0.56,2.1,0.274,2,reviewed,uu,uu
2017-07-17T12:19:23.158Z,64.6825,-146.7693,11.3,1.2,ml,,,,0.35,ak,ak16342217,2017-07-17T12:23:48.788Z,"13km E of Eielson Air Force Base, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-17T12:15:34.920Z,44.7448333,-110.7803333,4.88,1.65,ml,9,160,0.06626,0.12,uu,uu60216932,2017-07-17T16:58:46.100Z,"27km ENE of West Yellowstone, Montana",earthquake,0.39,0.99,0.247,2,reviewed,uu,uu
2017-07-17T12:10:11.650Z,44.7671667,-110.9976667,7.17,1.58,ml,14,135,0.0099,0.15,uu,uu60216927,2017-07-17T17:10:05.670Z,"14km NE of West Yellowstone, Montana",earthquake,0.47,0.72,0.246,3,reviewed,uu,uu
2017-07-17T12:09:07.250Z,44.778,-110.9976667,7.73,1.51,ml,15,69,0.01962,0.17,uu,uu60216922,2017-07-17T16:54:34.710Z,"15km NNE of West Yellowstone, Montana",earthquake,0.44,0.58,0.27,2,reviewed,uu,uu
2017-07-17T12:08:54.660Z,-18.0341,-178.3961,590.85,4.5,mb,,90,3.393,0.91,us,us20009wx1,2017-07-17T12:27:27.040Z,"291km N of Ndoi Island, Fiji",earthquake,14.4,8.6,0.071,57,reviewed,us,us
2017-07-17T12:05:31.560Z,44.7631667,-110.9961667,5.93,0.95,md,13,143,0.008087,0.12,uu,uu60216917,2017-07-17T16:20:20.140Z,"14km NE of West Yellowstone, Montana",earthquake,0.47,0.71,0.285,8,reviewed,uu,uu
2017-07-17T11:56:51.358Z,67.0616,-143.4918,13.5,2.5,ml,,,,0.68,ak,ak16342193,2017-07-17T12:03:24.662Z,"95km NE of Fort Yukon, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-17T11:54:50.170Z,34.2965,-116.8411667,7.27,1.74,ml,73,24,0.05263,0.18,ci,ci37705439,2017-07-17T13:29:34.030Z,"4km N of Big Bear City, CA",earthquake,0.2,0.55,0.144,26,reviewed,ci,ci
2017-07-17T11:52:59.373Z,67.061,-143.5082,13.2,2,ml,,,,0.71,ak,ak16342191,2017-07-17T11:59:03.475Z,"95km NE of Fort Yukon, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-17T11:51:05.020Z,46.8683333,-112.523,7.93,2.74,ml,11,86,0.048,0.18,mb,mb80232779,2017-07-18T09:36:37.895Z,"15km SE of Lincoln, Montana",earthquake,0.66,1.22,0.408,7,reviewed,mb,mb
2017-07-17T11:41:16.070Z,38.8188324,-122.8103333,2.29,1.14,md,21,78,0.00456,0.05,nc,nc72840336,2017-07-17T12:32:01.909Z,"6km NW of The Geysers, California",earthquake,0.27,0.4,0.09,5,automatic,nc,nc
2017-07-17T11:39:39.440Z,41.8675,-111.5031667,6.3,1.58,ml,14,116,0.2054,0.12,uu,uu60216902,2017-07-18T18:28:55.630Z,"26km ESE of Richmond, Utah",earthquake,0.49,0.89,0.313,3,reviewed,uu,uu
2017-07-17T11:25:17.470Z,38.7960014,-122.8010025,2.92,1.55,md,31,70,0.01061,0.03,nc,nc72840331,2017-07-17T12:05:03.856Z,"4km WNW of The Geysers, California",earthquake,0.21,0.46,0.22,10,automatic,nc,nc
2017-07-17T11:23:01.660Z,54.6063,168.6913,10,5.1,mb,,84,3.727,0.78,us,us20009wwq,2017-07-17T11:41:24.040Z,"185km ESE of Nikol'skoye, Russia",earthquake,9.3,1.9,0.038,227,reviewed,us,us
2017-07-17T11:17:50.831Z,38.3846,-118.8904,8.3,1.1,ml,9,120.77,0.122,0.1166,nn,nn00596414,2017-07-18T14:16:17.831Z,"27km SW of Hawthorne, Nevada",earthquake,,4,0.31,4,reviewed,nn,nn
2017-07-17T11:08:09.370Z,38.8028336,-122.7300034,1.47,1.34,md,17,100,0.01498,0.03,nc,nc72840316,2017-07-17T11:39:03.794Z,"2km SSW of Cobb, California",earthquake,0.22,0.45,0.06,8,automatic,nc,nc
2017-07-17T11:05:08.940Z,54.5816,168.6472,7.92,6.2,mww,,53,3.738,0.82,us,us20009wwj,2017-07-18T18:04:06.040Z,"183km ESE of Nikol'skoye, Russia",earthquake,7.5,3.5,0.073,18,reviewed,us,us
2017-07-17T10:39:02.950Z,17.9443,-65.6276,18,2.03,md,4,249,0.1703,0.21,pr,pr2017198013,2017-07-17T12:09:43.155Z,"23km SW of Esperanza, Puerto Rico",earthquake,2.1,0.91,0.23,4,reviewed,pr,pr
2017-07-17T10:32:54.320Z,37.5046654,-118.8013306,0.71,1.91,md,20,149,0.0656,0.04,nc,nc72840301,2017-07-17T11:03:03.717Z,"21km SE of Mammoth Lakes, California",earthquake,0.38,1.36,0.17,19,automatic,nc,nc
2017-07-17T10:28:10.270Z,67.4079,-143.7591,3,1.2,ml,,,,0.45,ak,ak16341557,2017-07-17T10:35:28.935Z,"109km SE of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-17T10:23:13.320Z,-5.4964,149.7748,150.19,4.7,mb,,135,4.669,0.51,us,us20009wwh,2017-07-17T10:51:04.040Z,"41km W of Kimbe, Papua New Guinea",earthquake,9,10.1,0.102,32,reviewed,us,us
2017-07-17T10:20:11.228Z,61.4414,-146.9974,17.5,1.6,ml,,,,0.89,ak,ak16341549,2017-07-17T10:26:17.228Z,"49km NW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-17T10:15:00.050Z,41.8663333,-111.5105,6.83,1.15,ml,11,114,0.1998,0.05,uu,uu60216877,2017-07-17T22:42:46.650Z,"25km ESE of Richmond, Utah",earthquake,0.41,0.49,0.301,4,reviewed,uu,uu
2017-07-17T09:56:54.653Z,63.3596,-151.4746,5.2,1.2,ml,,,,0.33,ak,ak16341539,2017-07-17T10:02:42.813Z,"126km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-17T09:51:48.199Z,60.7628,-150.8383,33,1.3,ml,,,,0.83,ak,ak16341534,2017-07-17T09:55:31.445Z,"25km N of Sterling, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-17T09:45:15.973Z,61.5168,-150.9531,66.3,1.4,ml,,,,0.37,ak,ak16341529,2017-07-17T09:51:20.514Z,"53km W of Big Lake, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-07-17T09:30:21.556Z,61.5054,-140.5569,3.3,1.1,ml,,,,0.43,ak,ak16341525,2017-07-17T09:33:57.305Z,"184km WNW of Haines Junction, Canada",earthquake,,0.5,,,automatic,ak,ak
2017-07-17T09:29:20.470Z,18.8305,-64.3785,9,2.89,md,4,332,1.0444,0.16,pr,pr2017198012,2017-07-17T12:09:02.590Z,"52km NNE of Road Town, British Virgin Islands",earthquake,8.029,9.63,0.37,4,reviewed,pr,pr
2017-07-17T09:28:04.697Z,62.7847,-149.7024,74.8,1.5,ml,,,,0.78,ak,ak16341250,2017-07-17T09:33:57.008Z,"55km NNE of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-07-17T09:27:21.470Z,18.5385,-64.2155,53,2.06,md,3,351,1.0917,0.11,pr,pr2017198014,2017-07-17T12:10:06.619Z,"44km ENE of Road Town, British Virgin Islands",earthquake,6.08,1.91,0.01,3,reviewed,pr,pr
2017-07-17T09:27:04.956Z,36.7304,-115.9092,6.8,4.1,ml,48,28.58,0.156,0.2138,nn,nn00596256,2017-07-18T15:40:20.755Z,"58km N of Pahrump, Nevada",earthquake,,1.1,0.15,16,reviewed,nn,nn
2017-07-17T09:26:25.041Z,59.9815,-141.6889,1,1.9,ml,,,,0.76,ak,ak16341246,2017-07-17T09:30:35.567Z,"42km ESE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-17T09:22:39.500Z,44.767,-110.9941667,6.08,1.43,ml,10,186,0.01148,0.15,uu,uu60216862,2017-07-17T17:25:36.750Z,"14km NE of West Yellowstone, Montana",earthquake,0.98,0.98,0.262,2,reviewed,uu,uu
2017-07-17T09:14:43.230Z,41.8703333,-111.5105,1.44,1.09,ml,8,123,0.2011,0.08,uu,uu60011819,2017-07-17T22:42:13.250Z,"25km ESE of Richmond, Utah",earthquake,0.54,6.46,0.174,2,reviewed,uu,uu
2017-07-17T09:13:56.930Z,41.8655,-111.5093333,4.02,1,ml,9,125,0.2004,0.06,uu,uu60216857,2017-07-17T22:39:36.790Z,"26km ENE of North Logan, Utah",earthquake,0.72,3.18,0.313,4,reviewed,uu,uu
2017-07-17T09:05:54.810Z,-9.7562,111.8727,49.23,4.6,mb,,115,2.266,1.36,us,us20009wwc,2017-07-17T10:45:58.040Z,"162km S of Tambakrejo, Indonesia",earthquake,7.6,8.1,0.133,17,reviewed,us,us
2017-07-17T08:55:58.510Z,36.1751667,-89.371,5.84,1.45,md,9,138,0.03392,0.09,nm,nm60202386,2017-07-18T13:56:44.030Z,"12km NW of Newbern, Tennessee",earthquake,1.21,1.72,0.064,5,reviewed,nm,nm
2017-07-17T08:49:49.520Z,46.8651,-112.5611,11.57,4,mb,,41,0.064,0.93,us,us20009ww4,2017-07-17T21:09:40.501Z,"13km SE of Lincoln, Montana",earthquake,5.2,5.1,0.098,29,reviewed,us,us
2017-07-17T08:49:32.090Z,-7.496,127.5618,144.96,4.9,mb,,19,3.734,1.26,us,us20009ww5,2017-07-17T09:46:19.040Z,"248km ENE of Dili, East Timor",earthquake,5.2,4.7,0.078,51,reviewed,us,us
2017-07-17T08:38:29.260Z,48.5211667,-122.6118333,0.97,1.04,md,8,102,0.2155,0.25,uw,uw61282652,2017-07-17T16:15:59.770Z,"0km N of Anacortes, Washington",earthquake,0.71,2.65,0.134,3,reviewed,uw,uw
2017-07-17T08:13:13.360Z,36.1571655,-120.2665024,16.58,2.75,md,45,118,0.1107,0.1,nc,nc72840226,2017-07-17T22:09:11.165Z,"8km ENE of Coalinga, California",earthquake,0.32,0.73,0.12,48,automatic,nc,nc
2017-07-17T08:10:31.632Z,62.4905,-153.0378,0,1.6,ml,,,,0.8,ak,ak16340960,2017-07-17T08:24:01.720Z,"140km ESE of McGrath, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-17T07:57:04.850Z,35.5313339,-120.8306656,5.45,0.95,md,10,136,0.06204,0.06,nc,nc72840221,2017-07-17T08:03:04.279Z,"11km W of Templeton, California",earthquake,0.72,1.36,0.36,6,automatic,nc,nc
2017-07-17T07:41:52.830Z,37.5048332,-118.7994995,-2.44,1.79,md,20,148,0.06424,0.04,nc,nc72840206,2017-07-17T09:33:03.509Z,"22km SE of Mammoth Lakes, California",earthquake,0.27,0.28,0.19,18,automatic,nc,nc
2017-07-17T07:35:21.110Z,36.1235,-117.7985,4.9,1.47,ml,23,84,0.04601,0.18,ci,ci37705327,2017-07-18T20:42:20.520Z,"16km ENE of Coso Junction, CA",earthquake,0.28,0.65,0.2,13,reviewed,ci,ci
2017-07-17T07:24:42.160Z,37.2611667,-97.8735,4.19,2.47,ml,17,150,0.01772,0.05,ismpkansas,ismpkansas70231058,2017-07-17T19:09:58.110Z,"13km ESE of Harper, Kansas",earthquake,0.21,0.43,0.154,20,reviewed,ismp,ismp
2017-07-17T07:17:50.490Z,38.8078346,-122.817337,2.81,1.01,md,13,75,0.009309,0.02,nc,nc72840196,2017-07-17T07:27:05.186Z,"6km WNW of The Geysers, California",earthquake,0.31,0.71,0.56,2,automatic,nc,nc
2017-07-17T07:17:41.477Z,57.2605,-155.627,87.1,2,ml,,,,0.41,ak,ak16340957,2017-07-17T07:31:53.362Z,"103km WSW of Larsen Bay, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-07-17T07:16:02.310Z,36.5721667,-89.785,17.03,1.93,md,32,93,0.09542,0.05,nm,nm60202381,2017-07-17T12:46:11.960Z,"15km W of Lilbourn, Missouri",earthquake,0.45,0.68,0.095,22,reviewed,nm,nm
2017-07-17T07:16:00.640Z,38.8064995,-122.8168335,2.57,2.38,md,39,54,0.009931,0.05,nc,nc72840191,2017-07-17T09:07:01.430Z,"6km WNW of The Geysers, California",earthquake,0.17,0.29,0.18,19,automatic,nc,nc
2017-07-17T07:10:17.300Z,18.9258,-64.868,31,1.88,md,3,312,0.7444,0.17,pr,pr2017198011,2017-07-17T12:08:26.155Z,"62km NNW of Road Town, British Virgin Islands",earthquake,3.5,11.95,0.12,3,reviewed,pr,pr
2017-07-17T07:05:14.260Z,36.1563339,-120.2701645,14.06,1.84,md,18,117,0.1611,0.06,nc,nc72840181,2017-07-17T08:52:02.399Z,"8km ENE of Coalinga, California",earthquake,0.56,1.92,0.4,5,automatic,nc,nc
2017-07-17T07:03:07.250Z,37.605999,-118.9710007,-0.78,1.05,md,9,193,0.01424,0.04,nc,nc72840176,2017-07-17T07:09:05.149Z,"4km S of Mammoth Lakes, California",earthquake,0.52,0.3,0.13,8,automatic,nc,nc
2017-07-17T07:00:30.553Z,65.9741,-150.7544,11.5,1.7,ml,,,,0.67,ak,ak16340953,2017-07-17T07:08:49.204Z,"106km SE of New Allakaket, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-17T06:49:33.520Z,38.8178329,-122.7668304,1.34,2.02,md,21,62,0.01285,0.04,nc,nc72840171,2017-07-17T08:27:03.347Z,"3km W of Cobb, California",earthquake,0.19,0.35,0.19,9,automatic,nc,nc
2017-07-17T06:39:00.260Z,35.529335,-120.7781677,4.21,1.89,md,41,51,0.1049,0.06,nc,nc72840146,2017-07-17T07:57:04.266Z,"6km WSW of Templeton, California",earthquake,0.18,0.75,0.16,30,automatic,nc,nc
2017-07-17T06:34:52.505Z,61.0862,-148.1377,0.3,1.9,ml,,,,0.77,ak,ak16340934,2017-07-17T06:39:12.922Z,"45km NE of Whittier, Alaska",earthquake,,3.6,,,automatic,ak,ak
2017-07-17T06:34:48.409Z,62.9002,-150.4054,107.1,2.9,ml,,,,0.52,ak,ak16340931,2017-07-17T17:36:55.259Z,"66km NNW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-17T06:34:09.770Z,36.163166,-120.2686691,17.11,1.89,md,12,216,0.1907,0.07,nc,nc72840136,2017-07-17T07:28:02.188Z,"8km ENE of Coalinga, California",earthquake,1.3,3.71,0.38,3,automatic,nc,nc
2017-07-17T06:31:09.600Z,18.9176667,-155.2988333,12.894,2.16,ml,29,248,0.2825,0.12,hv,hv61838246,2017-07-17T21:55:55.780Z,"37km SSE of Pahala, Hawaii",earthquake,1.45,0.76,0.077,6,reviewed,hv,hv
2017-07-17T06:17:52.010Z,37.5526657,-118.8393326,-0.82,1.14,md,9,190,0.03817,0.03,nc,nc72840116,2017-07-17T06:48:02.082Z,"15km SE of Mammoth Lakes, California",earthquake,1.4,0.97,0.14,9,automatic,nc,nc
2017-07-17T06:16:58.320Z,18.2005,-66.8833,65,2.25,md,4,253,0.204,0.28,pr,pr2017198009,2017-07-17T08:11:14.724Z,"9km WNW of Adjuntas, Puerto Rico",earthquake,13.33,4.89,0.09,4,reviewed,pr,pr
2017-07-17T06:12:07.370Z,19.2041,-66.8296,39,4.09,md,18,255,0.7386,0.67,pr,pr2017198004,2017-07-17T07:01:33.024Z,"61km N of Hatillo, Puerto Rico",earthquake,3.25,14.64,0.34,16,reviewed,pr,pr
2017-07-17T06:09:46.730Z,44.7576667,-110.9996667,4.99,1.12,ml,11,136,0.004916,0.14,uu,uu60216842,2017-07-17T17:49:53.460Z,"13km NE of West Yellowstone, Montana",earthquake,0.66,0.37,0.177,2,reviewed,uu,uu
2017-07-17T06:06:57.155Z,58.743,-153.2615,60.7,1.8,ml,,,,0.39,ak,ak16340657,2017-07-17T06:14:07.832Z,"115km NNW of Kodiak Station, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-07-17T05:51:14.490Z,-23.7766,-179.5015,517.7,4.3,mb,,102,5.625,0.88,us,us20009wva,2017-07-17T06:17:42.040Z,"South of the Fiji Islands",earthquake,10.5,9.2,0.083,41,reviewed,us,us
2017-07-17T05:43:13.010Z,19.126,-66.852,33,3.3,md,13,259,0.7077,0.55,pr,pr2017198010,2017-07-17T08:11:38.579Z,"70km N of Hatillo, Puerto Rico",earthquake,2.97,16.6,0.25,9,reviewed,pr,pr
2017-07-17T05:40:15.805Z,59.5759,-153.0768,100.2,1.8,ml,,,,0.63,ak,ak16340649,2017-07-17T05:45:01.774Z,"73km WSW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-07-17T05:37:46.670Z,44.7583333,-110.9888333,5.2,1.3,ml,10,137,0.01238,0.11,uu,uu60216837,2017-07-17T17:55:37.310Z,"14km NE of West Yellowstone, Montana",earthquake,0.36,0.65,0.161,3,reviewed,uu,uu
2017-07-17T05:35:23.687Z,63.2011,-151.0827,1.2,1.7,ml,,,,1.09,ak,ak16340647,2017-07-17T05:41:10.674Z,"109km NNW of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-07-17T05:27:22.320Z,19.107,-66.8166,29,3.39,md,14,249,0.7041,0.27,pr,pr2017198008,2017-07-17T07:36:14.850Z,"68km N of Hatillo, Puerto Rico",earthquake,1.22,11.72,0.19,13,reviewed,pr,pr
2017-07-17T05:25:36.581Z,59.8376,-136.8059,0,1.9,ml,,,,0.9,ak,ak16340646,2017-07-17T05:29:18.594Z,"94km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-17T05:25:20.720Z,25.6642,-110.1111,10,4.1,mb,,136,1.975,1.18,us,us20009wv6,2017-07-18T01:27:47.448Z,"88km WSW of Higuera de Zaragoza, Mexico",earthquake,8.6,2,0.052,99,reviewed,us,us
2017-07-17T05:15:09.160Z,19.1081,-66.7795,47,3.39,md,15,248,0.7214,0.54,pr,pr2017198002,2017-07-17T05:37:40.234Z,"68km N of Hatillo, Puerto Rico",earthquake,3.26,11.67,0.2,12,reviewed,pr,pr
2017-07-17T05:09:26.414Z,59.821,-152.8428,85.2,1.7,ml,,,,0.15,ak,ak16340644,2017-07-17T05:13:06.169Z,"56km W of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-07-17T05:07:08.010Z,34.5448333,-118.1475,10.01,1.18,ml,25,62,0.01522,0.14,ci,ci37705279,2017-07-17T13:32:39.830Z,"6km NNW of Vincent, CA",earthquake,0.3,0.42,0.273,28,reviewed,ci,ci
2017-07-17T04:43:56.290Z,44.7548333,-110.998,6.39,1.12,ml,9,124,0.00735,0.15,uu,uu60216827,2017-07-17T18:00:47.680Z,"13km NE of West Yellowstone, Montana",earthquake,0.51,0.73,0.165,3,reviewed,uu,uu
2017-07-17T04:38:34.847Z,63.2872,-151.9926,0,1.6,ml,,,,0.63,ak,ak16340640,2017-07-17T04:45:22.261Z,"144km NW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-17T04:34:20.530Z,19.8971667,-156.755,38.208,3.28,ml,47,190,0.8667,0.16,hv,hv61838131,2017-07-17T05:31:39.040Z,"83km WNW of Kalaoa, Hawaii",earthquake,0.93,2.14,0.154,20,reviewed,hv,hv
2017-07-17T04:14:49.297Z,63.27,-151.3671,3.6,1,ml,,,,0.4,ak,ak16340383,2017-07-17T04:18:28.214Z,"121km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-17T04:14:37.890Z,33.8243333,-115.5746667,2.96,1.69,ml,22,103,0.1284,0.19,ci,ci37705239,2017-07-17T13:33:45.840Z,"20km NW of Desert Center, CA",earthquake,0.5,2.82,0.151,27,reviewed,ci,ci
2017-07-17T04:13:03.990Z,19.2236671,-155.4100037,32.52,1.82,md,33,140,0.01814,0.24,hv,hv61838111,2017-07-17T04:17:32.920Z,"7km ENE of Pahala, Hawaii",earthquake,0.7,1.09,0.01,3,automatic,hv,hv
2017-07-17T04:08:11.510Z,44.7255,-110.9968333,2.68,1.07,ml,7,84,0.03447,0.14,uu,uu60216812,2017-07-18T19:24:44.670Z,"11km NE of West Yellowstone, Montana",earthquake,0.49,1.18,0.155,3,reviewed,uu,uu
2017-07-17T03:59:56.100Z,38.8213348,-122.8003311,2.63,1.07,md,13,96,0.007884,0.02,nc,nc72840051,2017-07-17T04:08:02.694Z,"6km W of Cobb, California",earthquake,0.46,0.54,0.07,3,automatic,nc,nc
2017-07-17T03:51:18.700Z,35.8628,-96.6819,6.806,3.2,ml,,42,,0.37,us,us20009wux,2017-07-18T03:02:20.233Z,"12km N of Stroud, Oklahoma",earthquake,1.8,3.2,,,reviewed,tul,tul
2017-07-17T03:47:49.610Z,19.877,-155.9181667,43.317,2.28,md,39,188,0.2065,0.12,hv,hv61838091,2017-07-17T05:15:54.950Z,"11km WSW of Waikoloa Village, Hawaii",earthquake,0.69,0.87,0.1,19,reviewed,hv,hv
2017-07-17T03:43:27.743Z,38.3945,-118.8878,9.9,1,ml,14,118.8,0.115,0.1863,nn,nn00596327,2017-07-17T22:12:13.412Z,"27km WSW of Hawthorne, Nevada",earthquake,,3.9,0.43,6,reviewed,nn,nn
2017-07-17T03:41:28.075Z,60.1327,-153.0577,124.3,1.9,ml,,,,0.76,ak,ak16340367,2017-07-17T03:49:14.149Z,"42km SSW of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-17T03:32:51.131Z,38.3328,-118.1402,0,1,ml,6,189.89,0.101,0.1875,nn,nn00596324,2017-07-17T22:02:39.641Z,"47km ESE of Hawthorne, Nevada",earthquake,,0,0.15,4,reviewed,nn,nn
2017-07-17T03:29:22.050Z,36.2482,-98.4378,1.99,3.2,mb_lg,,24,0.245,0.3,us,us20009wut,2017-07-17T11:36:19.306Z,"4km ESE of Fairview, Oklahoma",earthquake,1.6,6.8,0.051,100,reviewed,us,us
2017-07-17T03:29:08.220Z,19.0885,-66.814,27,2.97,md,8,284,0.6884,0.31,pr,pr2017198003,2017-07-17T06:30:42.160Z,"66km N of Hatillo, Puerto Rico",earthquake,1.65,13.77,0.14,8,reviewed,pr,pr
2017-07-17T03:28:28.710Z,19.1586667,-155.4578333,35.147,2.33,ml,46,162,0.005185,0.11,hv,hv61838086,2017-07-18T01:27:10.120Z,"5km SSE of Pahala, Hawaii",earthquake,0.49,0.72,0.115,16,reviewed,hv,hv
2017-07-17T03:14:34.328Z,60.971,-150.9115,18.1,1.7,ml,,,,0.69,ak,ak16340114,2017-07-17T03:31:41.154Z,"37km NNE of Nikiski, Alaska",earthquake,,0.2,,,automatic,ak,ak
